,affected_macaddress,alerted_macaddress,severity_level
0,e4:a7:a0:99:bc:27,c0:9a:d0:e7:e7:da,mild
1,e4:a7:a0:99:bc:27,98:10:e8:07:e0:5b,mild
2,e4:a7:a0:99:bc:27,7c:b2:7d:87:d8:c7,mild
3,e4:a7:a0:99:bc:27,c0:b6:58:a2:3c:78,mild
4,e4:a7:a0:99:bc:27,98:10:e8:3b:48:e3,mild
5,e4:a7:a0:99:bc:27,88:66:a5:17:7b:51,moderate
6,e4:a7:a0:99:bc:27,28:16:ad:17:e3:33,moderate
7,e4:a7:a0:99:bc:27,a4:c3:f0:a5:f1:09,moderate
8,e4:a7:a0:99:bc:27,b4:ef:39:c3:4a:2a,moderate
9,e4:a7:a0:99:bc:27,88:66:a5:3a:72:71,severe
10,e4:a7:a0:99:bc:27,28:16:ad:17:e3:32,severe
11,e4:a7:a0:99:bc:27,88:66:a5:17:75:bc,severe
12,e4:a7:a0:99:bc:27,04:69:f8:63:8b:cc,severe
13,e4:a7:a0:99:bc:27,7c:b2:7d:86:54:d4,severe
14,e4:a7:a0:99:bc:27,8c:f5:a3:cd:d2:db,severe
15,e4:a7:a0:99:bc:27,b4:9c:df:44:0b:33,severe
16,e4:a7:a0:99:bc:27,88:66:a5:1f:0b:05,severe
17,e4:a7:a0:99:bc:27,7c:b2:7d:85:d8:0b,severe
18,e4:a7:a0:99:bc:27,f8:2d:7c:dc:dc:b8,severe
19,e4:a7:a0:99:bc:27,88:66:a5:1a:ba:53,severe
20,d8:1c:79:db:a0:f7,88:66:a5:1a:ba:53,mild
21,d8:1c:79:db:a0:f7,90:6e:e1:0b:5c:cc,mild
22,d8:1c:79:db:a0:f7,98:c7:17:2d:6b:a0,mild
23,d8:1c:79:db:a0:f7,10:e8:89:d2:30:6d,mild
24,d8:1c:79:db:a0:f7,5c:74:20:7c:0e:a6,mild
25,d8:1c:79:db:a0:f7,a4:c3:f0:a5:f1:72,mild
26,d8:1c:79:db:a0:f7,35:93:57:30:4a:9b,mild
27,d8:1c:79:db:a0:f7,c1:a2:98:79:ba:c4,mild
28,d8:1c:79:db:a0:f7,00:0b:82:d0:ff:35,mild
29,d8:1c:79:db:a0:f7,cc:44:63:3c:32:61,mild
30,d8:1c:79:db:a0:f7,5c:5f:67:8b:e1:7f,mild
31,d8:1c:79:db:a0:f7,5c:5f:67:8b:e1:7e,mild
32,d8:1c:79:db:a0:f7,00:ca:3f:34:77:f5,mild
33,d8:1c:79:db:a0:f7,88:e9:fe:d4:1d:59,mild
34,d8:1c:79:db:a0:f7,98:10:e8:3a:c9:e4,mild
35,d8:1c:79:db:a0:f7,08:c8:f5:4e:d4:fa,mild
36,d8:1c:79:db:a0:f7,00:b5:d0:90:d4:7d,mild
37,d8:1c:79:db:a0:f7,59:85:b6:61:c5:2a,mild
38,d8:1c:79:db:a0:f7,0d:81:24:f4:2c:79,mild
39,d8:1c:79:db:a0:f7,15:9e:e7:6b:51:97,mild
40,d8:1c:79:db:a0:f7,b4:ef:39:c3:4a:2a,mild
41,d8:1c:79:db:a0:f7,30:30:cc:92:2b:b6,mild
42,d8:1c:79:db:a0:f7,89:a9:64:52:43:57,mild
43,d8:1c:79:db:a0:f7,3d:3b:79:0d:90:d3,mild
44,d8:1c:79:db:a0:f7,94:ee:9f:b1:e0:64,mild
45,d8:1c:79:db:a0:f7,88:66:a5:17:75:bc,mild
46,d8:1c:79:db:a0:f7,08:d8:33:ef:e7:7b,moderate
47,d8:1c:79:db:a0:f7,7c:b2:7d:87:d8:c7,moderate
48,d8:1c:79:db:a0:f7,e4:a7:a0:99:dc:ac,moderate
49,d8:1c:79:db:a0:f7,cc:44:63:40:96:9d,moderate
50,d8:1c:79:db:a0:f7,7c:b2:7d:87:57:da,moderate
51,d8:1c:79:db:a0:f7,7c:b2:7d:87:83:e6,moderate
52,d8:1c:79:db:a0:f7,78:00:9e:93:6a:d0,moderate
53,d8:1c:79:db:a0:f7,90:61:ae:25:a1:e3,severe
54,d8:1c:79:db:a0:f7,88:66:a5:17:7b:51,severe
55,d8:1c:79:db:a0:f7,8c:f5:a3:cd:d2:db,severe
56,d8:1c:79:db:a0:f7,7c:b2:7d:87:83:e5,severe
57,d8:1c:79:db:a0:f7,88:83:22:5d:24:66,severe
58,d8:1c:79:db:a0:f7,3c:bf:60:65:36:3c,severe
59,d8:1c:79:db:a0:f7,98:10:e8:3b:48:e3,severe
60,2d:98:5c:15:44:48,88:66:a5:17:7b:51,mild
61,41:e6:14:17:de:f2,f4:a1:7c:eb:49:8e,moderate
62,41:e6:14:17:de:f2,5c:5f:67:8b:e1:7e,severe
63,41:e6:14:17:de:f2,b4:ef:39:c3:4a:2a,severe
64,41:e6:14:17:de:f2,dd:17:92:72:9c:51,severe
65,41:e6:14:17:de:f2,8c:f5:a3:cd:d2:db,severe
66,a4:c3:f0:a5:f1:72,90:6e:e1:0b:5c:cc,mild
67,a4:c3:f0:a5:f1:72,d8:1c:79:db:a0:f7,mild
68,a4:c3:f0:a5:f1:72,30:ff:72:9f:a3:f2,mild
69,a4:c3:f0:a5:f1:72,81:7a:e5:de:fb:b2,mild
70,a4:c3:f0:a5:f1:72,e1:d2:38:d2:60:6d,mild
71,a4:c3:f0:a5:f1:72,59:85:b6:61:c5:2a,mild
72,a4:c3:f0:a5:f1:72,88:83:22:5d:24:66,mild
73,a4:c3:f0:a5:f1:72,7c:b2:7d:85:d8:0b,moderate
74,a4:c3:f0:a5:f1:72,00:ca:3f:34:77:f5,moderate
75,a4:c3:f0:a5:f1:72,88:66:a5:17:75:bc,moderate
76,a4:c3:f0:a5:f1:72,5c:74:20:7c:0e:a6,moderate
77,a4:c3:f0:a5:f1:72,15:9e:e7:6b:51:97,moderate
78,a4:c3:f0:a5:f1:72,7c:b2:7d:87:57:da,moderate
79,a4:c3:f0:a5:f1:72,30:30:cc:92:2b:b6,severe
80,a4:c3:f0:a5:f1:72,98:c7:17:2d:6b:a0,severe
81,a4:c3:f0:a5:f1:72,8c:f5:a3:cd:d2:db,severe
82,a4:c3:f0:a5:f1:72,89:a9:64:52:43:57,severe
83,a4:c3:f0:a5:f1:72,5c:5f:67:8b:e1:7f,severe
84,a4:c3:f0:a5:f1:72,5c:5f:67:8b:e1:7e,severe
85,a4:c3:f0:a5:f1:72,0d:81:24:f4:2c:79,severe
86,a4:c3:f0:a5:f1:72,10:e8:89:d2:30:6d,severe
87,a4:c3:f0:a5:f1:72,35:93:57:30:4a:9b,severe
88,a4:c3:f0:a5:f1:72,3d:3b:79:0d:90:d3,severe
89,a4:c3:f0:a5:f1:72,98:10:e8:3b:48:e3,severe
90,a4:c3:f0:a5:f1:09,28:16:ad:17:e3:32,mild
91,a4:c3:f0:a5:f1:09,88:66:a5:1f:0b:05,mild
92,a4:c3:f0:a5:f1:09,c0:9a:d0:e7:e7:da,mild
93,a4:c3:f0:a5:f1:09,c0:b6:58:a2:3c:78,mild
94,a4:c3:f0:a5:f1:09,88:66:a5:17:7b:51,mild
95,a4:c3:f0:a5:f1:09,98:10:e8:3b:48:e3,mild
96,a4:c3:f0:a5:f1:09,b4:9c:df:44:0b:33,mild
97,a4:c3:f0:a5:f1:09,88:66:a5:3a:72:71,mild
98,a4:c3:f0:a5:f1:09,90:61:ae:25:a1:e3,mild
99,a4:c3:f0:a5:f1:09,28:16:ad:17:e3:33,mild
100,a4:c3:f0:a5:f1:09,f8:2d:7c:dc:dc:b8,mild
101,a4:c3:f0:a5:f1:09,e4:a7:a0:99:bc:27,moderate
102,a4:c3:f0:a5:f1:09,7c:b2:7d:86:54:d4,moderate
103,a4:c3:f0:a5:f1:09,04:69:f8:63:8b:cc,moderate
104,a4:c3:f0:a5:f1:09,7c:b2:7d:87:d8:c7,moderate
105,a4:c3:f0:a5:f1:09,cc:44:63:3c:32:61,moderate
106,a4:c3:f0:a5:f1:09,88:66:a5:17:75:bc,severe
107,a4:c3:f0:a5:f1:09,8c:f5:a3:cd:d2:db,severe
108,a4:c3:f0:a5:f1:09,7c:b2:7d:85:d8:0b,severe
109,a4:c3:f0:a5:f1:09,88:83:22:5d:24:66,severe
110,a4:c3:f0:a5:f1:09,b4:ef:39:c3:4a:2a,severe
111,a4:c3:f0:a5:f1:09,88:66:a5:1a:ba:53,severe
112,a4:c3:f0:a5:f1:09,98:10:e8:07:e0:5b,severe
113,30:ff:72:9f:a3:f2,5c:5f:67:8b:e1:7e,mild
114,30:ff:72:9f:a3:f2,a4:c3:f0:a5:f1:72,mild
115,a4:c3:f0:a1:fb:b7,e4:0e:ee:e6:4e:96,mild
116,a4:c3:f0:a1:fb:b7,40:83:de:80:80:cc,mild
117,a4:c3:f0:a1:fb:b7,0c:2f:b0:83:ee:82,mild
118,a4:c3:f0:a1:fb:b7,e4:a7:a0:99:dc:ac,mild
119,a4:c3:f0:a1:fb:b7,98:10:e8:3a:c9:e4,moderate
120,a4:c3:f0:a1:fb:b7,1c:5c:f2:e8:8b:33,moderate
121,a4:c3:f0:a1:fb:b7,b4:ef:39:c3:4a:2a,moderate
122,a4:c3:f0:a1:fb:b7,7c:b2:7d:87:57:da,moderate
123,a4:c3:f0:a1:fb:b7,9c:da:3e:7f:a0:03,moderate
124,a4:c3:f0:a1:fb:b7,7c:b2:7d:85:d8:0b,moderate
125,a4:c3:f0:a1:fb:b7,88:66:a5:17:7b:51,moderate
126,a4:c3:f0:a1:fb:b7,6c:96:cf:ac:18:82,moderate
127,a4:c3:f0:a1:fb:b7,00:b5:d0:90:d4:7d,moderate
128,a4:c3:f0:a1:fb:b7,88:66:a5:17:75:bc,moderate
129,a4:c3:f0:a1:fb:b7,88:66:a5:3a:72:71,severe
130,a4:c3:f0:a1:fb:b7,8c:f5:a3:cd:d2:db,severe
131,a4:c3:f0:a1:fb:b7,04:b4:29:6c:99:31,severe
132,a4:c3:f0:a1:fb:b7,9c:da:3e:7f:8e:65,severe
133,a4:c3:f0:a1:fb:b7,88:66:a5:1f:0b:05,severe
134,a4:c3:f0:a1:fb:b7,98:10:e8:3b:48:e3,severe
135,a4:c3:f0:a1:fb:b7,9c:da:3e:7e:f8:01,severe
136,a4:c3:f0:a1:fb:b7,88:83:22:5d:24:66,severe
137,a4:c3:f0:a1:fb:b7,78:00:9e:93:6a:d0,severe
138,a4:c3:f0:a1:fb:b7,5c:5f:67:8b:1b:9a,severe
139,a4:c3:f0:a1:fb:b7,7c:b2:7d:87:d8:c7,severe
140,a4:c3:f0:a1:fb:b7,88:66:a5:e2:a1:60,severe
141,49:49:89:ec:71:db,8c:f5:a3:cd:d2:db,moderate
142,49:49:89:ec:71:db,88:66:a5:17:7b:51,moderate
143,81:7a:e5:de:fb:b2,5c:5f:67:8b:e1:7e,mild
144,81:7a:e5:de:fb:b2,a4:c3:f0:a5:f1:72,mild
145,10:8e:e0:b6:ca:da,98:10:e8:3b:48:e3,mild
146,10:8e:e0:b6:ca:da,90:61:ae:25:a1:e3,mild
147,10:8e:e0:b6:ca:da,88:83:22:5d:24:66,mild
148,10:8e:e0:b6:ca:da,00:b5:d0:90:d4:7d,moderate
149,10:8e:e0:b6:ca:da,78:00:9e:93:6a:d0,moderate
150,10:8e:e0:b6:ca:da,e4:0e:ee:e6:4e:96,severe
151,10:8e:e0:b6:ca:da,94:ee:9f:b1:e0:64,severe
152,10:8e:e0:b6:ca:da,08:d8:33:ef:e7:7b,severe
153,10:8e:e0:b6:ca:da,8c:f5:a3:cd:d2:db,severe
154,98:10:e8:3a:c9:e4,d8:1c:79:db:a0:f7,mild
155,98:10:e8:3a:c9:e4,e4:0e:ee:e6:4e:96,mild
156,98:10:e8:3a:c9:e4,78:00:9e:93:6a:d0,mild
157,98:10:e8:3a:c9:e4,00:0b:82:d0:ff:35,mild
158,98:10:e8:3a:c9:e4,7c:b2:7d:87:d8:c7,mild
159,98:10:e8:3a:c9:e4,88:66:a5:17:7b:51,mild
160,98:10:e8:3a:c9:e4,88:83:22:5d:24:66,mild
161,98:10:e8:3a:c9:e4,0c:2f:b0:83:ee:82,mild
162,98:10:e8:3a:c9:e4,e4:a7:a0:99:dc:ac,mild
163,98:10:e8:3a:c9:e4,9c:da:3e:7f:a0:03,moderate
164,98:10:e8:3a:c9:e4,00:b5:d0:90:d4:7d,moderate
165,98:10:e8:3a:c9:e4,9c:da:3e:7e:f8:01,moderate
166,98:10:e8:3a:c9:e4,88:66:a5:17:75:bc,moderate
167,98:10:e8:3a:c9:e4,40:83:de:80:80:cc,moderate
168,98:10:e8:3a:c9:e4,04:b4:29:6c:99:31,moderate
169,98:10:e8:3a:c9:e4,88:66:a5:e2:a1:60,moderate
170,98:10:e8:3a:c9:e4,a4:c3:f0:a1:fb:b7,moderate
171,98:10:e8:3a:c9:e4,88:66:a5:3a:72:71,moderate
172,98:10:e8:3a:c9:e4,88:66:a5:1f:0b:05,moderate
173,98:10:e8:3a:c9:e4,1c:5c:f2:e8:8b:33,moderate
174,98:10:e8:3a:c9:e4,b4:ef:39:c3:4a:2a,moderate
175,98:10:e8:3a:c9:e4,98:10:e8:3b:48:e3,moderate
176,98:10:e8:3a:c9:e4,7c:b2:7d:87:57:da,moderate
177,98:10:e8:3a:c9:e4,8c:f5:a3:cd:d2:db,severe
178,90:61:ae:25:a1:e3,88:66:a5:1a:ba:53,mild
179,90:61:ae:25:a1:e3,7c:b2:7d:87:57:da,mild
180,90:61:ae:25:a1:e3,e4:0e:ee:e6:4e:96,mild
181,90:61:ae:25:a1:e3,7c:b2:7d:85:d8:0b,mild
182,90:61:ae:25:a1:e3,a4:c3:f0:a5:f1:09,mild
183,90:61:ae:25:a1:e3,00:0b:82:d0:ff:35,mild
184,90:61:ae:25:a1:e3,cc:44:63:3c:32:61,mild
185,90:61:ae:25:a1:e3,10:8e:e0:b6:ca:da,mild
186,90:61:ae:25:a1:e3,98:10:e8:3b:48:e3,mild
187,90:61:ae:25:a1:e3,00:b5:d0:90:d4:7d,mild
188,90:61:ae:25:a1:e3,b4:ef:39:c3:4a:2a,mild
189,90:61:ae:25:a1:e3,88:66:a5:17:75:bc,moderate
190,90:61:ae:25:a1:e3,8c:f5:a3:cd:d2:db,severe
191,90:61:ae:25:a1:e3,94:ee:9f:b1:e0:64,severe
192,90:61:ae:25:a1:e3,d8:1c:79:db:a0:f7,severe
193,90:61:ae:25:a1:e3,88:83:22:5d:24:66,severe
194,90:61:ae:25:a1:e3,78:00:9e:93:6a:d0,severe
195,90:61:ae:25:a1:e3,7c:b2:7d:87:d8:c7,severe
196,90:61:ae:25:a1:e3,08:d8:33:ef:e7:7b,severe
197,b4:ef:39:c3:4a:2a,6c:96:cf:ac:18:82,mild
198,b4:ef:39:c3:4a:2a,d8:1c:79:db:a0:f7,mild
199,b4:ef:39:c3:4a:2a,78:00:9e:93:6a:d0,mild
200,b4:ef:39:c3:4a:2a,28:16:ad:17:e3:32,mild
201,b4:ef:39:c3:4a:2a,c0:9a:d0:e7:e7:da,mild
202,b4:ef:39:c3:4a:2a,c1:a2:98:79:ba:c4,mild
203,b4:ef:39:c3:4a:2a,7c:b2:7d:87:83:e6,mild
204,b4:ef:39:c3:4a:2a,7c:b2:7d:87:d8:c7,mild
205,b4:ef:39:c3:4a:2a,28:16:ad:17:e3:33,mild
206,b4:ef:39:c3:4a:2a,88:66:a5:17:7b:51,mild
207,b4:ef:39:c3:4a:2a,5c:5f:67:8b:e1:7f,mild
208,b4:ef:39:c3:4a:2a,3c:bf:60:65:36:3c,mild
209,b4:ef:39:c3:4a:2a,98:10:e8:3b:48:e3,mild
210,b4:ef:39:c3:4a:2a,88:e9:fe:d4:1d:59,mild
211,b4:ef:39:c3:4a:2a,40:83:de:80:80:cc,mild
212,b4:ef:39:c3:4a:2a,08:c8:f5:4e:d4:fa,mild
213,b4:ef:39:c3:4a:2a,b4:9c:df:44:0b:33,mild
214,b4:ef:39:c3:4a:2a,04:69:f8:63:8b:cc,mild
215,b4:ef:39:c3:4a:2a,90:61:ae:25:a1:e3,mild
216,b4:ef:39:c3:4a:2a,7c:b2:7d:87:83:e5,mild
217,b4:ef:39:c3:4a:2a,9c:da:3e:7f:8e:65,mild
218,b4:ef:39:c3:4a:2a,7c:b2:7d:86:54:d4,mild
219,b4:ef:39:c3:4a:2a,0c:2f:b0:83:ee:82,mild
220,b4:ef:39:c3:4a:2a,cc:44:63:40:96:9d,mild
221,b4:ef:39:c3:4a:2a,5c:5f:67:8b:1b:9a,mild
222,b4:ef:39:c3:4a:2a,94:ee:9f:b1:e0:64,mild
223,b4:ef:39:c3:4a:2a,08:d8:33:ef:e7:7b,mild
224,b4:ef:39:c3:4a:2a,f8:2d:7c:dc:dc:b8,mild
225,b4:ef:39:c3:4a:2a,e4:a7:a0:99:bc:27,moderate
226,b4:ef:39:c3:4a:2a,f4:a1:7c:eb:49:8e,moderate
227,b4:ef:39:c3:4a:2a,98:10:e8:3a:c9:e4,moderate
228,b4:ef:39:c3:4a:2a,88:66:a5:3a:72:71,moderate
229,b4:ef:39:c3:4a:2a,88:66:a5:1a:ba:53,moderate
230,b4:ef:39:c3:4a:2a,88:66:a5:1f:0b:05,moderate
231,b4:ef:39:c3:4a:2a,1c:5c:f2:e8:8b:33,moderate
232,b4:ef:39:c3:4a:2a,e4:0e:ee:e6:4e:96,moderate
233,b4:ef:39:c3:4a:2a,7c:b2:7d:87:57:da,moderate
234,b4:ef:39:c3:4a:2a,9c:da:3e:7f:a0:03,moderate
235,b4:ef:39:c3:4a:2a,7c:b2:7d:85:d8:0b,moderate
236,b4:ef:39:c3:4a:2a,e4:a7:a0:99:dc:ac,moderate
237,b4:ef:39:c3:4a:2a,cc:44:63:3c:32:61,moderate
238,b4:ef:39:c3:4a:2a,00:b5:d0:90:d4:7d,moderate
239,b4:ef:39:c3:4a:2a,88:83:22:5d:24:66,moderate
240,b4:ef:39:c3:4a:2a,9c:da:3e:7e:f8:01,moderate
241,b4:ef:39:c3:4a:2a,88:66:a5:17:75:bc,moderate
242,b4:ef:39:c3:4a:2a,88:66:a5:e2:a1:60,moderate
243,b4:ef:39:c3:4a:2a,04:b4:29:6c:99:31,moderate
244,b4:ef:39:c3:4a:2a,a4:c3:f0:a1:fb:b7,moderate
245,b4:ef:39:c3:4a:2a,41:e6:14:17:de:f2,severe
246,b4:ef:39:c3:4a:2a,8c:f5:a3:cd:d2:db,severe
247,b4:ef:39:c3:4a:2a,a4:c3:f0:a5:f1:09,severe
248,b4:ef:39:c3:4a:2a,5c:5f:67:8b:e1:7e,severe
249,b4:ef:39:c3:4a:2a,dd:17:92:72:9c:51,severe
250,b4:ef:39:c3:4a:2a,98:10:e8:07:e0:5b,severe
251,98:c7:17:2d:6b:a0,00:ca:3f:34:77:f5,mild
252,98:c7:17:2d:6b:a0,15:9e:e7:6b:51:97,mild
253,98:c7:17:2d:6b:a0,90:6e:e1:0b:5c:cc,mild
254,98:c7:17:2d:6b:a0,d8:1c:79:db:a0:f7,mild
255,98:c7:17:2d:6b:a0,10:e8:89:d2:30:6d,mild
256,98:c7:17:2d:6b:a0,59:85:b6:61:c5:2a,mild
257,98:c7:17:2d:6b:a0,0d:81:24:f4:2c:79,mild
258,98:c7:17:2d:6b:a0,35:93:57:30:4a:9b,mild
259,98:c7:17:2d:6b:a0,3d:3b:79:0d:90:d3,moderate
260,98:c7:17:2d:6b:a0,5c:74:20:7c:0e:a6,moderate
261,98:c7:17:2d:6b:a0,89:a9:64:52:43:57,moderate
262,98:c7:17:2d:6b:a0,30:30:cc:92:2b:b6,moderate
263,98:c7:17:2d:6b:a0,7c:b2:7d:87:57:da,moderate
264,98:c7:17:2d:6b:a0,a4:c3:f0:a5:f1:72,severe
265,98:c7:17:2d:6b:a0,8c:f5:a3:cd:d2:db,severe
266,98:c7:17:2d:6b:a0,5c:5f:67:8b:e1:7f,severe
267,98:c7:17:2d:6b:a0,5c:5f:67:8b:e1:7e,severe
268,98:c7:17:2d:6b:a0,98:10:e8:3b:48:e3,severe
269,9c:da:3e:7f:8e:65,b4:ef:39:c3:4a:2a,mild
270,9c:da:3e:7f:8e:65,88:66:a5:17:75:bc,mild
271,9c:da:3e:7f:8e:65,7c:b2:7d:85:d8:0b,moderate
272,9c:da:3e:7f:8e:65,6c:96:cf:ac:18:82,moderate
273,9c:da:3e:7f:8e:65,1c:5c:f2:e8:8b:33,moderate
274,9c:da:3e:7f:8e:65,88:66:a5:3a:72:71,severe
275,9c:da:3e:7f:8e:65,a4:c3:f0:a1:fb:b7,severe
276,9c:da:3e:7f:8e:65,8c:f5:a3:cd:d2:db,severe
277,9c:da:3e:7f:8e:65,9c:da:3e:7f:a0:03,severe
278,9c:da:3e:7f:8e:65,88:66:a5:1f:0b:05,severe
279,9c:da:3e:7f:8e:65,98:10:e8:3b:48:e3,severe
280,9c:da:3e:7f:8e:65,9c:da:3e:7e:f8:01,severe
281,9c:da:3e:7f:8e:65,88:83:22:5d:24:66,severe
282,9c:da:3e:7f:8e:65,78:00:9e:93:6a:d0,severe
283,9c:da:3e:7f:8e:65,5c:5f:67:8b:1b:9a,severe
284,9c:da:3e:7f:8e:65,7c:b2:7d:87:d8:c7,severe
285,9c:da:3e:7f:8e:65,88:66:a5:e2:a1:60,severe
286,08:d8:33:ef:e7:7b,7c:b2:7d:87:57:da,mild
287,08:d8:33:ef:e7:7b,88:66:a5:1f:0b:05,mild
288,08:d8:33:ef:e7:7b,00:0b:82:d0:ff:35,mild
289,08:d8:33:ef:e7:7b,b4:ef:39:c3:4a:2a,mild
290,08:d8:33:ef:e7:7b,88:66:a5:17:75:bc,mild
291,08:d8:33:ef:e7:7b,1c:5c:f2:e8:8b:33,mild
292,08:d8:33:ef:e7:7b,00:b5:d0:90:d4:7d,moderate
293,08:d8:33:ef:e7:7b,d8:1c:79:db:a0:f7,moderate
294,08:d8:33:ef:e7:7b,7c:b2:7d:85:d8:0b,moderate
295,08:d8:33:ef:e7:7b,5c:5f:67:8b:e1:7e,moderate
296,08:d8:33:ef:e7:7b,90:61:ae:25:a1:e3,severe
297,08:d8:33:ef:e7:7b,10:8e:e0:b6:ca:da,severe
298,08:d8:33:ef:e7:7b,8c:f5:a3:cd:d2:db,severe
299,08:d8:33:ef:e7:7b,94:ee:9f:b1:e0:64,severe
300,08:d8:33:ef:e7:7b,88:83:22:5d:24:66,severe
301,08:d8:33:ef:e7:7b,e4:0e:ee:e6:4e:96,severe
302,08:d8:33:ef:e7:7b,78:00:9e:93:6a:d0,severe
303,08:d8:33:ef:e7:7b,98:10:e8:3b:48:e3,severe
304,08:d8:33:ef:e7:7b,7c:b2:7d:87:d8:c7,severe
305,08:d8:33:ef:e7:7b,88:66:a5:1a:ba:53,severe
306,88:66:a5:3a:72:71,e4:0e:ee:e6:4e:96,mild
307,88:66:a5:3a:72:71,a4:c3:f0:a5:f1:09,mild
308,88:66:a5:3a:72:71,c0:9a:d0:e7:e7:da,mild
309,88:66:a5:3a:72:71,88:66:a5:17:7b:51,mild
310,88:66:a5:3a:72:71,40:83:de:80:80:cc,mild
311,88:66:a5:3a:72:71,98:10:e8:3a:c9:e4,moderate
312,88:66:a5:3a:72:71,b4:ef:39:c3:4a:2a,moderate
313,88:66:a5:3a:72:71,7c:b2:7d:87:57:da,moderate
314,88:66:a5:3a:72:71,9c:da:3e:7f:a0:03,moderate
315,88:66:a5:3a:72:71,28:16:ad:17:e3:33,moderate
316,88:66:a5:3a:72:71,6c:96:cf:ac:18:82,moderate
317,88:66:a5:3a:72:71,98:10:e8:07:e0:5b,moderate
318,88:66:a5:3a:72:71,00:b5:d0:90:d4:7d,moderate
319,88:66:a5:3a:72:71,04:b4:29:6c:99:31,moderate
320,88:66:a5:3a:72:71,88:66:a5:17:75:bc,severe
321,88:66:a5:3a:72:71,a4:c3:f0:a1:fb:b7,severe
322,88:66:a5:3a:72:71,8c:f5:a3:cd:d2:db,severe
323,88:66:a5:3a:72:71,78:00:9e:93:6a:d0,severe
324,88:66:a5:3a:72:71,5c:5f:67:8b:1b:9a,severe
325,88:66:a5:3a:72:71,98:10:e8:3b:48:e3,severe
326,88:66:a5:3a:72:71,88:66:a5:e2:a1:60,severe
327,88:66:a5:3a:72:71,04:69:f8:63:8b:cc,severe
328,88:66:a5:3a:72:71,b4:9c:df:44:0b:33,severe
329,88:66:a5:3a:72:71,88:83:22:5d:24:66,severe
330,88:66:a5:3a:72:71,1c:5c:f2:e8:8b:33,severe
331,88:66:a5:3a:72:71,f8:2d:7c:dc:dc:b8,severe
332,88:66:a5:3a:72:71,88:66:a5:1a:ba:53,severe
333,88:66:a5:3a:72:71,28:16:ad:17:e3:32,severe
334,88:66:a5:3a:72:71,88:66:a5:1f:0b:05,severe
335,88:66:a5:3a:72:71,7c:b2:7d:85:d8:0b,severe
336,88:66:a5:3a:72:71,7c:b2:7d:86:54:d4,severe
337,88:66:a5:3a:72:71,e4:a7:a0:99:bc:27,severe
338,88:66:a5:3a:72:71,9c:da:3e:7f:8e:65,severe
339,88:66:a5:3a:72:71,9c:da:3e:7e:f8:01,severe
340,88:66:a5:3a:72:71,7c:b2:7d:87:d8:c7,severe
341,00:be:3b:e3:10:70,88:83:22:5d:24:66,moderate
342,00:be:3b:e3:10:70,8c:f5:a3:cd:d2:db,moderate
343,88:66:a5:1a:ba:53,9c:da:3e:7f:a0:03,mild
344,88:66:a5:1a:ba:53,d8:1c:79:db:a0:f7,mild
345,88:66:a5:1a:ba:53,7c:b2:7d:87:57:da,mild
346,88:66:a5:1a:ba:53,78:00:9e:93:6a:d0,mild
347,88:66:a5:1a:ba:53,88:66:a5:1f:0b:05,mild
348,88:66:a5:1a:ba:53,c0:9a:d0:e7:e7:da,mild
349,88:66:a5:1a:ba:53,98:10:e8:07:e0:5b,mild
350,88:66:a5:1a:ba:53,7c:b2:7d:87:d8:c7,mild
351,88:66:a5:1a:ba:53,00:0b:82:d0:ff:35,mild
352,88:66:a5:1a:ba:53,c0:b6:58:a2:3c:78,mild
353,88:66:a5:1a:ba:53,98:10:e8:3b:48:e3,mild
354,88:66:a5:1a:ba:53,00:b5:d0:90:d4:7d,mild
355,88:66:a5:1a:ba:53,90:61:ae:25:a1:e3,mild
356,88:66:a5:1a:ba:53,94:ee:9f:b1:e0:64,mild
357,88:66:a5:1a:ba:53,88:66:a5:17:7b:51,moderate
358,88:66:a5:1a:ba:53,b4:9c:df:44:0b:33,moderate
359,88:66:a5:1a:ba:53,28:16:ad:17:e3:33,moderate
360,88:66:a5:1a:ba:53,b4:ef:39:c3:4a:2a,moderate
361,88:66:a5:1a:ba:53,cc:44:63:3c:32:61,moderate
362,88:66:a5:1a:ba:53,88:66:a5:3a:72:71,severe
363,88:66:a5:1a:ba:53,28:16:ad:17:e3:32,severe
364,88:66:a5:1a:ba:53,88:66:a5:17:75:bc,severe
365,88:66:a5:1a:ba:53,04:69:f8:63:8b:cc,severe
366,88:66:a5:1a:ba:53,7c:b2:7d:86:54:d4,severe
367,88:66:a5:1a:ba:53,8c:f5:a3:cd:d2:db,severe
368,88:66:a5:1a:ba:53,e4:a7:a0:99:bc:27,severe
369,88:66:a5:1a:ba:53,a4:c3:f0:a5:f1:09,severe
370,88:66:a5:1a:ba:53,7c:b2:7d:85:d8:0b,severe
371,88:66:a5:1a:ba:53,88:83:22:5d:24:66,severe
372,88:66:a5:1a:ba:53,f8:2d:7c:dc:dc:b8,severe
373,88:66:a5:1a:ba:53,08:d8:33:ef:e7:7b,severe
374,6c:96:cf:ac:18:82,b4:ef:39:c3:4a:2a,mild
375,6c:96:cf:ac:18:82,88:66:a5:17:75:bc,mild
376,6c:96:cf:ac:18:82,5c:5f:67:8b:1b:9a,moderate
377,6c:96:cf:ac:18:82,7c:b2:7d:85:d8:0b,moderate
378,6c:96:cf:ac:18:82,9c:da:3e:7f:a0:03,moderate
